tracer,q_bin_center,empirical_log_density_derivative_dq,fixed_d_sigma_q_dq,q_derivative_residual,derivative_sign_empirical,derivative_sign_fixed
LRG,3.7114563543814016,-0.05884482201836344,0.07576967744057639,-0.13461449945893983,-1.0,1.0
LRG,4.147970624479278,-0.03267806745995653,0.06549024491758054,-0.09816831237753706,-1.0,1.0
LRG,4.584484894577155,0.00961752468039368,0.05646158960670772,-0.04684406492631404,1.0,1.0
LRG,5.020999164675031,0.026610745359520856,0.04846851628157353,-0.021857770922052676,1.0,1.0
LRG,5.457513434772908,0.029838700352929553,0.04134251772780759,-0.011503817374878034,1.0,1.0
LRG,5.894027704870784,0.0057947765070816394,0.03494976457706529,-0.029154988069983654,1.0,1.0
LRG,6.330541974968661,0.022007296392499074,0.029182621169661457,-0.007175324777162383,1.0,1.0
LRG,6.767056245066538,-0.07822726621268898,0.023953536055816974,-0.10218080226850595,-1.0,1.0
LRG,7.203570515164413,-0.11406416348664233,0.01919056628045497,-0.1332547297670973,-1.0,1.0
LRG,7.640084785262291,-0.03819710293939932,0.014834047481786461,-0.05303115042118578,-1.0,1.0
LRG,8.076599055360166,-0.027361899176977254,0.010834081582606694,-0.03819598075958395,-1.0,1.0
LRG,8.513113325458043,-0.032067919748151805,0.007148617080090333,-0.03921653682824214,-1.0,1.0
LRG,8.94962759555592,-0.029320385519780574,0.0037419650248466663,-0.033062350544627236,-1.0,1.0
LRG,9.386141865653796,-0.004570075660032442,0.0005836395313439519,-0.005153715191376394,-1.0,1.0
LRG,9.822656135751673,-0.01163562655751592,-0.002352557066705549,-0.009283069490810371,-1.0,-1.0
LRG,10.259170405849549,-0.02169521105155255,-0.005089262591838575,-0.016605948459713974,-1.0,-1.0
LRG,10.695684675947426,-0.03916548304334154,-0.007646139814165759,-0.03151934322917578,-1.0,-1.0
LRG,11.132198946045303,-0.018533103604308855,-0.010040349630194581,-0.008492753974114274,-1.0,-1.0
LRG,11.568713216143179,0.0058403354250708694,-0.012286936715551422,0.01812727214062229,1.0,-1.0
LRG,12.005227486241056,-0.01951782828455639,-0.014399145975167976,-0.005118682309388414,-1.0,-1.0
LRG,12.441741756338931,-0.016700921668509526,-0.016388683857765624,-0.0003122378107439025,-1.0,-1.0
LRG,12.878256026436809,0.0006240811237404862,-0.01826593542583367,0.018890016549574156,1.0,-1.0
LRG,13.314770296534686,-0.002184702978736663,-0.020040145681050003,0.01785544270231334,-1.0,-1.0
LRG,13.751284566632561,-0.02531701668867764,-0.021719571828712925,-0.0035974448599647157,-1.0,-1.0
LRG,14.187798836730439,0.009532915187340054,-0.023311611773678236,0.03284452696101829,1.0,-1.0
LRG,14.624313106828314,-0.019746498361564405,-0.024822913066682446,0.005076414705118042,-1.0,-1.0
LRG,15.060827376926191,-0.05976875652193808,-0.026259465685272716,-0.033509290836665366,-1.0,-1.0
LRG,15.497341647024069,0.03733857611342951,-0.027626681380190442,0.06496525749361995,1.0,-1.0
LRG,15.933855917121944,0.02649093134536179,-0.02892946180324886,0.05542039314861065,1.0,-1.0
LRG,16.37037018721982,-0.07633271334632992,-0.030172257224605238,-0.04616045612172468,-1.0,-1.0
LRG,16.806884457317697,0.009031767312231398,-0.031359117321850566,0.04039088463408196,1.0,-1.0
LRG,17.243398727415574,0.08241953572863385,-0.03249373526233157,0.11491327099096542,1.0,-1.0
LRG,17.67991299751345,-0.11910371549706802,-0.033579486089698844,-0.08552422940736917,-1.0,-1.0
LRG,18.11642726761133,-0.10758908856924985,-0.03461946025517502,-0.07296962831407483,-1.0,-1.0
LRG,18.552941537709202,0.10756808996673778,-0.03561649299521845,0.14318458296195624,1.0,-1.0
LRG,18.98945580780708,-0.10893307370862002,-0.03657319014371101,-0.07235988356490901,-1.0,-1.0
LRG,19.425970077904957,-0.10759023237646773,-0.03749195087351259,-0.07009828150295513,-1.0,-1.0
LRG,19.862484348002834,0.25812423581711763,-0.03837498778526266,0.2964992236023803,1.0,-1.0
LRG,20.29899861810071,-0.025314575621656316,-0.039224344697554654,0.013909769075898339,-1.0,-1.0
LRG,20.735512888198585,0.1408820393867191,-0.0400419124395937,0.1809239518263128,1.0,-1.0
LRG,21.172027158296462,0.24896589321236684,-0.040829442903196886,0.28979533611556374,1.0,-1.0
LRG,21.60854142839434,-0.10511431446968664,-0.0415885615739285,-0.06352575289575814,-1.0,-1.0
LRG,22.045055698492217,0.30044314168316805,-0.04232077873000668,0.3427639204131747,1.0,-1.0
LRG,22.481569968590094,0.06868442669025286,-0.043027499471344224,0.11171192616159709,1.0,-1.0
LRG,22.918084238687968,-0.05329258368068004,-0.04371003271885847,-0.009582550961821569,-1.0,-1.0
LRG,23.354598508785845,-0.45800730158234404,-0.04436959930532414,-0.4136377022770199,-1.0,-1.0
LRG,23.791112778883722,-1.106559397788759,-0.04500733926298918,-1.0615520585257696,-1.0,-1.0
LRG,24.2276270489816,0.7822832529599555,-0.04562431839947329,0.8279075713594288,1.0,-1.0
LRG,24.664141319079476,0.9886235895083806,-0.04622153424174188,1.0348451237501224,1.0,-1.0
LRG,25.10065558917735,-1.004676915368108,-0.04679992141788575,-0.9578769939502223,-1.0,-1.0
LRG,25.537169859275227,0.1664557270331643,-0.04736035653777972,0.21381608357094403,1.0,-1.0
LRG,25.973684129373105,0.6758216633716333,-0.047903662626226653,0.72372532599786,1.0,-1.0
LRG,26.410198399470982,-1.0944790474011155,-0.04843061315573851,-1.0460484342453769,-1.0,-1.0
LRG,26.84671266956886,0.1655262574072756,-0.04894193572051244,0.21446819312778806,1.0,-1.0
LRG,27.283226939666733,1.0302320450769076,-0.049438315388301894,1.0796703604652094,1.0,-1.0
LRG,27.71974120976461,0.08319228500141676,-0.04992039776265446,0.13311268276407123,1.0,-1.0
LRG,28.156255479862487,-0.9078524252717047,-0.05038879178430017,-0.8574636334874046,-1.0,-1.0
LRG,28.592769749960365,-0.8079544475562734,-0.05084407229725054,-0.7571103752590229,-1.0,-1.0
LRG,29.029284020058242,0.8824106639316756,-0.051286782402345674,0.9336974463340212,1.0,-1.0
LRG,29.465798290156116,0.793957068579351,-0.051717435618509985,0.8456745041978609,1.0,-1.0
LRG,29.902312560253993,0.29054461133051146,-0.05213651786979934,0.3426811292003108,1.0,-1.0
LRG,30.33882683035187,-1.177265334153958,-0.052544489314405154,-1.124720844839553,-1.0,-1.0
LRG,30.775341100449747,0.03519992723737253,-0.052941786030088596,0.08814171326746112,1.0,-1.0
LRG,31.211855370547624,-0.21277198933373132,-0.053328821569023244,-0.15944316776470807,-1.0,-1.0
LRG,31.648369640645498,-0.3930057384564573,-0.053705988393700596,-0.3392997500627567,-1.0,-1.0
LRG,32.08488391074337,0.23131127376238128,-0.0540736592043793,0.2853849329667606,1.0,-1.0
LRG,32.521398180841246,0.16431614923197868,-0.05443218816751631,0.218748337399495,1.0,-1.0
LRG,32.957912450939126,1.0558012025012766,-0.05478191205369137,1.110583114554968,1.0,-1.0
LRG,33.39442672103701,0.5943938944793882,-0.055123151292709935,0.6495170457720981,1.0,-1.0
LRG,33.83094099113488,-0.012238889804913475,-0.055456210952832985,0.04321732114791951,-1.0,-1.0
LRG,34.267455261232755,-1.036441885199927,-0.05578138165042372,-0.9806605035495034,-1.0,-1.0
LRG,34.70396953133063,0.5363696463373324,-0.05609894039571225,0.5924685867330447,1.0,-1.0
LRG,35.14048380142851,0.08767190715800884,-0.05640915137985168,0.14408105853786052,1.0,-1.0
LRG,35.57699807152639,-2.7695497090655117,-0.05671226670796563,-2.712837442357546,-1.0,-1.0
LRG,36.01351234162426,-0.11742521441806904,-0.05700852708246219,-0.060416687335606845,-1.0,-1.0
LRG,36.45002661172214,0.2959945502969593,-0.057298162440506804,0.3532927127374661,1.0,-1.0
LRG,36.88654088182001,0.3912972146878879,-0.05758139254920216,0.44887860723709005,1.0,-1.0
LRG,37.32305515191789,2.7133528509893576,-0.05785842756171305,2.7712112785510707,1.0,-1.0
LRG,37.75956942201577,-0.5466940418325483,-0.058129468537293574,-0.48856457329525477,-1.0,-1.0
LRG,38.196083692113646,-0.8249167350088845,-0.05839470792792108,-0.7665220270809634,-1.0,-1.0
LRG,38.63259796221152,-0.8522828713255887,-0.058654330034012075,-0.7936285412915766,-1.0,-1.0
LRG,39.069112232309394,-0.5851190427880523,-0.058908511431487814,-0.5262105313565645,-1.0,-1.0
LRG,39.505626502407274,1.0993636515006493,-0.059157421372269176,1.1585210728729185,1.0,-1.0
LRG,39.942140772505155,0.4195102199897864,-0.05940122216010982,0.4789114421498962,1.0,-1.0
LRG,40.37865504260303,0.02141067806096912,-0.05964006950352114,0.08105074756449027,1.0,-1.0
LRG,40.8151693127009,0.28629275328487797,-0.05987411284740199,0.34616686613228,1.0,-1.0
LRG,41.251683582798776,-1.0961403064675392,-0.06010349568485694,-1.0360368107826823,-1.0,-1.0
LRG,41.68819785289666,-0.3505397556090848,-0.06032835585057067,-0.2902113997585141,-1.0,-1.0
LRG,42.12471212299454,0.06946834993911223,-0.060548825796998496,0.1300171757361107,1.0,-1.0
LRG,42.997740663190285,-0.8794841260086967,-0.0609770994767426,-0.8185070265319542,-1.0,-1.0
LRG,43.43425493328816,2.1082353538920855,-0.061185143471608,2.1694204973636935,1.0,-1.0
LRG,43.87076920338604,0.14732322243812737,-0.061389278219785036,0.20871250065791241,1.0,-1.0
LRG,44.30728347348392,-0.46443511230142476,-0.06158961288063245,-0.4028454994207923,-1.0,-1.0
LRG,44.743797743581794,2.180544275225207,-0.06178625258685806,2.242330527812065,1.0,-1.0
LRG,45.18031201367967,-1.8312358437924215e-14,-0.061979298628490116,0.061979298628471804,-1.0,-1.0
LRG,45.61682628377754,-0.6581015530411776,-0.0621688486268536,-0.595932704414324,-1.0,-1.0
LRG,46.05334055387542,-0.2555970865101084,-0.062354996699179294,-0.19324208981092908,-1.0,-1.0
LRG,46.4898548239733,0.36839280507074235,-0.06253783361442866,0.430930638685171,1.0,-1.0
LRG,47.36288336416905,-0.7413113260043483,-0.0628939211859579,-0.6784174048183904,-1.0,-1.0
LRG,47.799397634266924,-1.5411550764399387,-0.06306733792884069,-1.478087738511098,-1.0,-1.0
LRG,48.235911904364805,0.5177209025053263,-0.0632377759461742,0.5809586784515005,1.0,-1.0
LRG,48.672426174462686,1.0317950718268745,-0.06340531133140753,1.095200383158282,1.0,-1.0
LRG,49.10894044456056,0.12102072494665721,-0.06357001760806547,0.1845907425547227,1.0,-1.0
LRG,50.41848325485419,0.30243423089128046,-0.06404786069504693,0.3664820915863274,1.0,-1.0
LRG,50.85499752495207,-0.24204144989329512,-0.06420193802922962,-0.1778395118640655,-1.0,-1.0
LRG,51.29151179504994,-0.9121482060788173,-0.06435351890783016,-0.8477946871709872,-1.0,-1.0
LRG,51.728026065147816,0.1765700349185365,-0.06450266351692219,0.2410726984354587,1.0,-1.0
LRG,52.16454033524569,0.3324198856547644,-0.06464943012333273,0.3970693157780971,1.0,-1.0
LRG,53.03756887544145,-0.08828501745926753,-0.06493605325099527,-0.02334896420827226,-1.0,-1.0
LRG,53.9105974156372,-0.5293047123862487,-0.06521381883681401,-0.46409089354943467,-1.0,-1.0
LRG,54.34711168573507,0.5293047123862311,-0.06534950737665628,0.5946542197628873,1.0,-1.0
LRG,55.220140225930834,0.0363906315452833,-0.06561473714082197,0.10200536868610527,1.0,-1.0
LRG,56.966197306322336,-0.2952283856589768,-0.06612186897832255,-0.22910651668065424,-1.0,-1.0
LRG,57.40271157642022,1.202506076448866,-0.06624403953065403,1.26875011597952,1.0,-1.0
LRG,57.83922584651809,0.6338684392387957,-0.06636444508280184,0.7002328843215975,1.0,-1.0
LRG,58.275740116615964,-0.631272659959172,-0.06648312360894361,-0.5647895363502284,-1.0,-1.0
LRG,59.14876865681172,0.16627428634028243,-0.06671544611014907,0.2329897324504315,1.0,-1.0
LRG,60.45831146710535,0.21459404371670399,-0.06705186633043755,0.28164591004714157,1.0,-1.0
LRG,60.89482573720322,-0.48002146587436806,-0.06716092217710061,-0.41286054369726743,-1.0,-1.0
LRG,61.76785427739898,0.11492791256123897,-0.06737459580096208,0.18230250836220105,1.0,-1.0
LRG,62.64088281759473,7.324943375169662e-15,-0.06758254998969684,0.06758254998970417,1.0,-1.0
LRG,63.95042562788836,0.5033568723523028,-0.06788424978225374,0.5712411221345565,1.0,-1.0
LRG,64.82345416808411,0.2182460300427306,-0.06807887115170498,0.2863249011944356,1.0,-1.0
LRG,67.44253978867138,-0.09414913036511595,-0.06863362154819157,-0.02551550881692438,-1.0,-1.0
LRG,67.87905405876924,0.2564020588879919,-0.06872207089572378,0.3251241297837157,1.0,-1.0
LRG,69.62511113916077,0.10984065209264698,-0.06906517546430499,0.17890582755695197,1.0,-1.0
LRG,70.49813967935651,0.09924463357242107,-0.06923058027526484,0.1684752138476859,1.0,-1.0
LRG,83.59356778229281,0.08389281205871961,-0.07130952740384142,0.155202339462561,1.0,-1.0
ELG,0.21934219359838955,-0.005181213855798625,0.27298631661354134,-0.27816753046933995,-1.0,1.0
ELG,0.655856463696266,-0.06591160469834637,0.22513032017254223,-0.2910419248708886,-1.0,1.0
ELG,1.0923707337941426,-0.06302692981542617,0.18861881158036223,-0.2516457413957884,-1.0,1.0
ELG,1.528885003892019,-0.032819427233205134,0.15984535607452494,-0.19266478330773007,-1.0,1.0
ELG,1.9653992739898958,-0.07027587260672748,0.13658570877938583,-0.20686158138611332,-1.0,1.0
ELG,2.401913544087772,-0.03651828820635761,0.11739354551599818,-0.15391183372235578,-1.0,1.0
ELG,2.838427814185649,0.0014458535815523898,0.10128771507454676,-0.09984186149299437,1.0,1.0
ELG,3.2749420842835253,-0.00644092885359797,0.08757914350945012,-0.09402007236304809,-1.0,1.0
ELG,3.7114563543814016,-0.000837810817039521,0.07576967744057639,-0.07660748825761592,-1.0,1.0
ELG,4.147970624479278,0.03781816782037752,0.06549024491758054,-0.02767207709720302,1.0,1.0
ELG,4.584484894577155,0.045479289331372144,0.05646158960670772,-0.010982300275335574,1.0,1.0
ELG,5.020999164675031,0.01136847405552938,0.04846851628157353,-0.037100042226044155,1.0,1.0
ELG,5.457513434772908,-0.004996309256487127,0.04134251772780759,-0.046338826984294715,-1.0,1.0
ELG,5.894027704870784,0.01560489543380443,0.03494976457706529,-0.019344869143260862,1.0,1.0
ELG,6.330541974968661,-0.11883762213955447,0.029182621169661457,-0.14802024330921593,-1.0,1.0
ELG,6.767056245066538,-0.13864552684392425,0.023953536055816974,-0.16259906289974124,-1.0,1.0
ELG,7.203570515164413,0.1046105305067516,0.01919056628045497,0.08541996422629664,1.0,1.0
ELG,7.640084785262291,0.2860413967754754,0.014834047481786461,0.27120734929368895,1.0,1.0
ELG,8.076599055360166,0.20546864097544004,0.010834081582606694,0.19463455939283336,1.0,1.0
ELG,8.513113325458043,-0.04610370716560183,0.007148617080090333,-0.053252324245692165,-1.0,1.0
ELG,8.94962759555592,-0.0862093937407076,0.0037419650248466663,-0.08995135876555427,-1.0,1.0
ELG,9.386141865653796,-0.009718725040995324,0.0005836395313439519,-0.010302364572339276,-1.0,1.0
ELG,9.822656135751673,0.03388398507448079,-0.002352557066705549,0.03623654214118634,1.0,-1.0
ELG,10.259170405849549,0.04145869254535097,-0.005089262591838575,0.046547955137189546,1.0,-1.0
ELG,10.695684675947426,0.013039383212622109,-0.007646139814165759,0.020685523026787868,1.0,-1.0
ELG,11.132198946045303,0.02626311944918797,-0.010040349630194581,0.03630346907938255,1.0,-1.0
ELG,11.568713216143179,0.039372630424182146,-0.012286936715551422,0.05165956713973357,1.0,-1.0
ELG,12.005227486241056,0.045295870998729705,-0.014399145975167976,0.05969501697389768,1.0,-1.0
ELG,12.441741756338931,0.03251662299643453,-0.016388683857765624,0.04890530685420015,1.0,-1.0
ELG,12.878256026436809,0.018608073242524534,-0.01826593542583367,0.0368740086683582,1.0,-1.0
ELG,13.314770296534686,0.032830750199205436,-0.020040145681050003,0.05287089588025544,1.0,-1.0
ELG,13.751284566632561,0.01902974102783765,-0.021719571828712925,0.040749312856550576,1.0,-1.0
ELG,14.187798836730439,0.04126147082959459,-0.023311611773678236,0.06457308260327282,1.0,-1.0
ELG,14.624313106828314,0.03327065964274949,-0.024822913066682446,0.05809357270943193,1.0,-1.0
ELG,15.060827376926191,-0.007838302199198363,-0.026259465685272716,0.01842116348607435,-1.0,-1.0
ELG,15.497341647024069,0.03298801044095534,-0.027626681380190442,0.06061469182114578,1.0,-1.0
ELG,15.933855917121944,0.021248902759961996,-0.02892946180324886,0.050178364563210856,1.0,-1.0
ELG,16.37037018721982,-0.0020377292571962338,-0.030172257224605238,0.028134527967409003,-1.0,-1.0
ELG,16.806884457317697,0.04366258108550213,-0.031359117321850566,0.0750216984073527,1.0,-1.0
ELG,17.243398727415574,0.03872644466190787,-0.03249373526233157,0.07122017992423943,1.0,-1.0
ELG,17.67991299751345,0.00849577092055086,-0.033579486089698844,0.0420752570102497,1.0,-1.0
ELG,18.11642726761133,0.0010610945022726272,-0.03461946025517502,0.03568055475744764,1.0,-1.0
ELG,18.552941537709202,0.02049707578631557,-0.03561649299521845,0.05611356878153402,1.0,-1.0
ELG,18.98945580780708,-0.006122232496280143,-0.03657319014371101,0.030450957647430863,-1.0,-1.0
ELG,19.425970077904957,-0.16872779617634798,-0.03749195087351259,-0.13123584530283539,-1.0,-1.0
ELG,19.862484348002834,-0.15197973399765002,-0.03837498778526266,-0.11360474621238736,-1.0,-1.0
ELG,20.29899861810071,-0.04564874031031887,-0.039224344697554654,-0.006424395612764214,-1.0,-1.0
ELG,20.735512888198585,0.017896394170520066,-0.0400419124395937,0.05793830661011377,1.0,-1.0
ELG,21.172027158296462,0.05424052928521048,-0.040829442903196886,0.09506997218840738,1.0,-1.0
ELG,21.60854142839434,0.0084550859772584,-0.0415885615739285,0.0500436475511869,1.0,-1.0
ELG,22.045055698492217,0.05171886651160987,-0.04232077873000668,0.09403964524161655,1.0,-1.0
ELG,22.481569968590094,0.05121111964920712,-0.043027499471344224,0.09423861912055134,1.0,-1.0
ELG,22.918084238687968,-0.017553647736458674,-0.04371003271885847,0.026156384982399795,-1.0,-1.0
ELG,23.354598508785845,-0.06050159877704463,-0.04436959930532414,-0.01613199947172049,-1.0,-1.0
ELG,23.791112778883722,-0.030304333598366977,-0.04500733926298918,0.014703005664622203,-1.0,-1.0
ELG,24.2276270489816,0.0820972095460882,-0.04562431839947329,0.1277215279455615,1.0,-1.0
ELG,24.664141319079476,0.06583535166683621,-0.04622153424174188,0.1120568859085781,1.0,-1.0
ELG,25.10065558917735,-0.0228642171994921,-0.04679992141788575,0.02393570421839365,-1.0,-1.0
ELG,25.537169859275227,0.02248521772864624,-0.04736035653777972,0.06984557426642596,1.0,-1.0
