derivative_residual,empirical_log_density_derivative_ds,fixed_d_sigma_ds,q_bin_center,tracer
-0.09065728916243021,-0.0983034289762206,-0.007646139813790392,10.695684675881164,LRG
-0.13287492495493458,-0.14291527458479858,-0.010040349629864012,11.132198945983054,LRG
-0.18895024468193664,-0.2012371813971976,-0.01228693671526096,11.568713216084944,LRG
-0.269475175863748,-0.28387432183866146,-0.014399145974913471,12.005227486186836,LRG
-0.3341072761451133,-0.35049596000265676,-0.01638868385754344,12.441741756288726,LRG
-0.5112341293087113,-0.5295000647343518,-0.01826593542564063,12.878256026390616,LRG
-0.7713781716643895,-0.7914183173452728,-0.020040145680883276,13.314770296492508,LRG
-1.0434217536734294,-1.0651413255019995,-0.021719571828570032,13.7512845665944,LRG
-1.2196011331978427,-1.2429127449713997,-0.023311611773556923,14.187798836696288,LRG
-1.3757742597896658,-1.4005971728562465,-0.024822913066580764,14.62431310679818,LRG
-1.5030651591595372,-1.529324624844726,-0.026259465685188887,15.060827376900072,LRG
-1.485799741630363,-1.513426423010486,-0.02762668138012287,15.497341647001962,LRG
-1.4570732640597799,-1.486002725862976,-0.02892946180319613,15.933855917103852,LRG
-1.3724805929875625,-1.4026528502121287,-0.03017225722456609,16.370370187205744,LRG
-1.1428928640117402,-1.174251981333564,-0.031359117321823816,16.806884457307632,LRG
-0.7853630542273291,-0.8178567894896454,-0.0324937352623162,17.243398727409527,LRG
-0.4295337127018217,-0.46311319879151563,-0.0335794860896939,17.679912997511416,LRG
-0.08913535122655414,-0.12375481148173376,-0.03461946025517962,18.116427267613304,LRG
0.18410082848177925,0.14848433548654738,-0.03561649299523187,18.5529415377152,LRG
0.2175276818034771,0.18095449165974462,-0.03657319014373248,18.989455807817087,LRG
0.10836638494832578,0.07087443407478426,-0.03749195087354151,19.425970077918976,LRG
-1.6779069279961458,-1.7162819157814442,-0.038374987785298444,19.86248434802087,LRG
-2.598243947526379,-2.637468292223976,-0.03922434469759673,20.29899861812276,LRG
-0.6420763501053987,-0.6821182625450403,-0.0400419124396416,20.735512888224648,LRG
0.040829442903258295,8.138825972335844e-15,-0.040829442903250156,21.172027158326543,LRG
-0.2968473535048851,-0.33843591507887183,-0.041588561573986715,21.60854142842843,LRG
0.10597259375759713,0.06365181502752766,-0.042320778730069473,22.04505569853032,LRG
-0.10992442188656036,-0.1529519213579716,-0.043027499471411226,22.481569968632215,LRG
-0.1225869474583868,-0.16629698017731617,-0.04371003271892937,22.918084238734103,LRG
-0.5271938068605909,-0.5715634061659896,-0.04436959930539863,23.35459850883599,LRG
-1.178137816738466,-1.223145156001533,-0.045007339263067,23.791112778937887,LRG
0.996736754975357,0.9511124365758028,-0.04562431839955418,24.227627049039775,LRG
1.195441820476207,1.1492202862343814,-0.046221534241825596,24.664141319141663,LRG
-1.1267061775639087,-1.1735060989818809,-0.046799921417972096,25.10065558924356,LRG
-0.11655277694029148,-0.16391313347815994,-0.04736035653786847,25.537169859345447,LRG
0.6165412998311833,0.5686376372048657,-0.047903662626317636,25.97368412944734,LRG
-1.0460484342352316,-1.0944790473910633,-0.048430613155831546,26.41019839954923,LRG
-0.05526058918709564,-0.10420252490770301,-0.04894193572060737,26.84671266965112,LRG
0.8433953839604638,0.7939570685720652,-0.04943831538839857,27.28322693975301,LRG
-0.06471899138439724,-0.11463938914714998,-0.04992039776275274,27.719741209854902,LRG
-0.99916536329542,-1.04955415507982,-0.05038879178439992,28.15625547995679,LRG
-0.8050436420445026,-0.8558877143418543,-0.05084407229735165,28.592769750058682,LRG
0.9146855920226106,0.8633988096201626,-0.05128678240244803,29.029284020160574,LRG
0.7802030892165532,0.7284856535979397,-0.05171743561861347,29.465798290262462,LRG
0.3474637579643871,0.29532724009448325,-0.05213651786990388,29.902312560364354,LRG
-1.1403762765805838,-1.1929207658950944,-0.05254448931451064,30.338826830466246,LRG
-0.11498339332036057,-0.1679251793505555,-0.052941786030194934,30.775341100568134,LRG
-0.4111062907280144,-0.4644351122971448,-0.053328821569130366,31.21185537067003,LRG
-0.572325900827686,-0.6260318892214944,-0.05370598839380843,31.648369640771918,LRG
0.05407365920446947,-1.83123584377558e-14,-0.054073659204487784,32.084883910873806,LRG
0.15409831932216247,0.09966613115453711,-0.054432188167625364,32.521398180975694,LRG
0.9836521366481454,0.9288702245943444,-0.05478191205380095,32.95791245107759,LRG
0.3846451075677349,0.32952195627491493,-0.05512315129281996,33.39442672117948,LRG
-0.07945694506933589,-0.1349131560222793,-0.05545621095294341,33.830940991281366,LRG
-1.0676976431964338,-1.1234790248469684,-0.055781381650534506,34.26745526138326,LRG
0.5205340526930149,0.4644351122971916,-0.056098940395823346,34.70396953148516,LRG
-0.1524288744094328,-0.20883802578939586,-0.05640915137996304,35.140483801587045,LRG
-2.78959405130531,-2.846306318013387,-0.056712266708077205,35.576998071688934,LRG
-0.19858855942514814,-0.2555970865077221,-0.057008527082573965,36.01351234179083,LRG
0.05729816244061872,0.0,-0.05729816244061872,36.45002661189272,LRG
0.6985865397633609,0.6410051472140468,-0.057581392549314186,36.886540881994605,LRG
2.695326719785818,2.637468292223993,-0.05785842756182516,37.3230551520965,LRG
-0.9123976349515979,-0.9705271034890036,-0.058129468537405735,37.75956942219839,LRG
-0.9911594471518294,-1.0495541550798626,-0.058394707928033265,38.19608369230028,LRG
-1.1997378508350571,-1.2583921808691814,-0.05865433003412427,38.63259796240217,LRG
-0.7350485571404717,-0.7939570685720716,-0.058908511431599975,39.06911223250406,LRG
1.3175496022415627,1.2583921808691814,-0.05915742137238129,39.50562650260595,LRG
0.5238363344574134,0.4644351122971916,-0.05940122216022185,39.942140772707845,LRG
0.0596400695036331,0.0,-0.0596400695036331,40.37865504280973,LRG
0.38939606912238744,0.32952195627487363,-0.05987411284751383,40.81516931291162,LRG
-1.1982886851842127,-1.2583921808691814,-0.06010349568496866,41.25168358301352,LRG
-0.2691936004242327,-0.32952195627491493,-0.06032835585068224,41.688197853115405,LRG
0.0605488257971099,0.0,-0.0605488257971099,42.12471212321729,LRG
-0.7779510211026273,-0.838928120579481,-0.06097709947685365,42.99774066342108,LRG
2.1135343929129657,2.0523492494412467,-0.06118514347171885,43.434254933522965,LRG
0.06138927821993229,3.66247168755113e-14,-0.06138927821989567,43.87076920362486,LRG
-0.4028454994164138,-0.46443511229715667,-0.061589612880742856,44.30728347372675,LRG
1.9052974762388208,1.8435112236518525,-0.06178625258696824,44.74379774382864,LRG
0.06197929862863667,3.66247168755113e-14,-0.06197929862860005,45.18031201393053,LRG
-0.9873853064528691,-1.0495541550798324,-0.06216884862696328,45.61682628403242,LRG
-0.7316020718728131,-0.7939570685721018,-0.062354996699288706,46.05334055413431,LRG
0.3721612418126406,0.3096234081981028,-0.06253783361453781,46.489854824236204,LRG
-0.46641079119531176,-0.5293047123813782,-0.06289392118606647,47.36288336443998,LRG
-1.1953248429402323,-1.2583921808691814,-0.06306733792894897,47.799397634541876,LRG
0.06323777594628219,0.0,-0.06323777594628219,48.235911904643764,LRG
0.8573623799035437,0.7939570685720285,-0.06340531133151521,48.67242617474565,LRG
0.4605485518942054,0.3969785342860326,-0.06357001760817284,49.10894044484755,LRG
0.2962654168437501,0.23221755614859674,-0.06404786069515335,50.41848325515322,LRG
-0.7297551305427359,-0.7939570685720716,-0.06420193802933571,50.85499752525511,LRG
-1.194038661961321,-1.2583921808692569,-0.06435351890793592,51.291511795356996,LRG
0.06450266351706425,3.66247168755113e-14,-0.06450266351702763,51.72802606545889,LRG
0.06464943012343782,0.0,-0.06464943012343782,52.16454033556078,LRG
0.06493605325108137,-1.8312358437755723e-14,-0.06493605325109969,53.03756887576456,LRG
0.06521381883691774,0.0,-0.06521381883691774,53.91059741596834,LRG
0.5946542197581379,0.5293047123813782,-0.06534950737675967,54.347111686070235,LRG
0.06561473714092467,0.0,-0.06561473714092467,55.22014022627401,LRG
-0.25146095845038813,-0.31758282742881194,-0.06612186897842383,56.96619730668158,LRG
0.8602011081028266,0.7939570685720716,-0.06624403953075496,57.40271157678347,LRG
0.8603215136549309,0.7939570685720285,-0.06636444508290242,57.839225846885356,LRG
-0.46282158877233437,-0.5293047123813782,-0.06648312360904383,58.27574011698725,LRG
-0.250867381318579,-0.3175828274288276,-0.06671544611024859,59.14876865719103,LRG
0.067051866330536,0.0,-0.067051866330536,60.4583114674967,LRG
0.06716092217719871,0.0,-0.06716092217719871,60.894825737598595,LRG
0.06737459580105948,0.0,-0.06737459580105948,61.76785427780237,LRG
0.06758254998979353,0.0,-0.06758254998979353,62.64088281800616,LRG
0.06788424978234937,0.0,-0.06788424978234937,63.950425628311834,LRG
0.06807887115179992,0.0,-0.06807887115179992,64.82345416851561,LRG
0.06863362154828445,0.0,-0.06863362154828445,67.44253978912695,LRG
0.06872207089581633,0.0,-0.06872207089581633,67.87905405922885,LRG
0.0690651754643962,0.0,-0.0690651754643962,69.62511113963642,LRG
0.06923058027535539,0.0,-0.06923058027535539,70.4981396798402,LRG
0.07130952740392274,0.0,-0.07130952740392274,83.59356778289691,LRG
1.2537600257050014,1.5267463423391388,0.2729863166341373,0.21934219343578698,ELG
0.6269968773523591,0.8521271975399499,0.2251303201875908,0.6558564635376777,ELG
1.727495673366943,1.916114484958702,0.1886188115917589,1.0923707336395685,ELG
3.132973431316656,3.2928187874000536,0.15984535608339767,1.528885003741459,ELG
1.8694378418379818,2.006023550624428,0.13658570878644632,1.96539927384335,ELG
0.7298802493757345,0.8472737948974514,0.11739354552171691,2.4019135439452404,ELG
0.43557672775617606,0.5368644428354227,0.10128771507924661,2.8384278140471313,ELG
0.28437089110540503,0.3719500346187648,0.08757914351335977,3.2749420841490218,ELG
0.04122879687441797,0.11699847431828009,0.07576967744386212,3.7114563542509127,ELG
-0.2446837097841824,-0.17919346486381646,0.06549024492036595,4.147970624352803,ELG
-0.4602485006366271,-0.40378691102754055,0.05646158960908654,4.584484894454694,ELG
-0.7319634568460203,-0.6834949405624022,0.04846851628361801,5.020999164556585,ELG
-0.8718121528041306,-0.8304696350745563,0.04134251772957434,5.457513434658475,ELG
-0.6022599732822451,-0.5673102087036459,0.03494976457859916,5.894027704760366,ELG
-0.06069448095220749,-0.03151185978120903,0.029182621170998457,6.330541974862257,ELG
0.815222633341784,0.8391761693987704,0.023953536056986302,6.767056244964147,ELG
1.3275103802505774,1.346700946532058,0.019190566281480526,7.203570515066039,ELG
1.1665485396136221,1.1813825870963102,0.014834047482688045,7.640084785167929,ELG
0.43723326791991857,0.4480673495033193,0.010834081583400684,8.07659905526982,ELG
-0.5003237611280159,-0.49317514404722534,0.007148617080790565,8.51311332537171,ELG
-0.5634015339314447,-0.5596595689059799,0.0037419650254648107,8.9496275954736,ELG
-0.1709252680368073,-0.17034162850491744,0.0005836395318898624,9.386141865575492,ELG
0.07701058062918768,0.07465802356296426,-0.0023525570662234208,9.822656135677382,ELG
0.19776499801769415,0.19267573542628122,-0.005089262591412944,10.259170405779273,ELG
0.18828947833587223,0.18064333852208184,-0.007646139813790392,10.695684675881164,ELG
0.20814080313928007,0.19810045350941607,-0.010040349629864012,11.132198945983054,ELG
0.24362908813161055,0.2313421514163496,-0.01228693671526096,11.568713216084944,ELG
0.25615577257434347,0.24175662659943,-0.014399145974913471,12.005227486186836,ELG
0.18571238144904567,0.16932369759150223,-0.01638868385754344,12.441741756288726,ELG
0.05177806969315684,0.03351213426751621,-0.01826593542564063,12.878256026390616,ELG
-0.04299240211648071,-0.06303254779736399,-0.020040145680883276,13.314770296492508,ELG
-0.13877061941438454,-0.16049019124295458,-0.021719571828570032,13.7512845665944,ELG
-0.17220150170812376,-0.19551311348168068,-0.023311611773556923,14.187798836696288,ELG
-0.20134018111558968,-0.22616309418217045,-0.024822913066580764,14.62431310679818,ELG
-0.2381077240180247,-0.2643671897032136,-0.026259465685188887,15.060827376900072,ELG
-0.20951946668633178,-0.23714614806645465,-0.02762668138012287,15.497341647001962,ELG
-0.25959310492875487,-0.288522566731951,-0.02892946180319613,15.933855917103852,ELG
-0.31089109595024855,-0.3410633531748146,-0.03017225722456609,16.370370187205744,ELG
-0.29266376857891374,-0.3240228859007376,-0.031359117321823816,16.806884457307632,ELG
-0.3516370039561736,-0.3841307392184898,-0.0324937352623162,17.243398727409527,ELG
-0.49761260643577193,-0.5311920925254658,-0.0335794860896939,17.679912997511416,ELG
-0.7381033414570924,-0.772722801712272,-0.03461946025517962,18.116427267613304,ELG
-0.9131562588782645,-0.9487727518734963,-0.03561649299523187,18.5529415377152,ELG
-1.5019571123839213,-1.5385303025276538,-0.03657319014373248,18.989455807817087,ELG
-2.3320657518563093,-2.3695577027298507,-0.03749195087354151,19.425970077918976,ELG
-1.472939853044404,-1.5113148408297024,-0.038374987785298444,19.86248434802087,ELG
-0.237860451103779,-0.27708479580137574,-0.03922434469759673,20.29899861812276,ELG
-0.024617019931631415,-0.06465893237127301,-0.0400419124396416,20.735512888224648,ELG
0.03710927748470337,-0.0037201654185467837,-0.040829442903250156,21.172027158326543,ELG
-0.013055558825700225,-0.05464412039968694,-0.041588561573986715,21.60854142842843,ELG
0.0044390880917205555,-0.03788169063834892,-0.042320778730069473,22.04505569853032,ELG
-0.01113484552932266,-0.054162345000733886,-0.043027499471411226,22.481569968632215,ELG
-0.0712537397148888,-0.11496377243381817,-0.04371003271892937,22.918084238734103,ELG
-0.12419034754576119,-0.16855994685115983,-0.04436959930539863,23.35459850883599,ELG
-0.09235686409965826,-0.13736420336272526,-0.045007339263067,23.791112778937887,ELG
-0.024457836255442483,-0.07008215465499666,-0.04562431839955418,24.227627049039775,ELG
-0.04882782119972559,-0.09504935544155119,-0.046221534241825596,24.664141319141663,ELG
-0.11909493906923357,-0.16589486048720567,-0.046799921417972096,25.10065558924356,ELG
-0.1196866719882538,-0.16704702852612227,-0.04736035653786847,25.537169859345447,ELG
-0.11803578159731519,-0.16593944422363283,-0.047903662626317636,25.97368412944734,ELG
-0.2165590866723585,-0.26498969982819004,-0.048430613155831546,26.41019839954923,ELG
-0.24669656468162907,-0.29563850040223644,-0.04894193572060737,26.84671266965112,ELG
-0.26547262252426357,-0.3149109379126621,-0.04943831538839857,27.28322693975301,ELG
-0.4119493429682293,-0.4618697407309821,-0.04992039776275274,27.719741209854902,ELG
-0.35644506039449425,-0.4068338521788942,-0.05038879178439992,28.15625547995679,ELG
-0.5742563772098831,-0.6251004495072348,-0.05084407229735165,28.592769750058682,ELG
-0.4853606083752176,-0.5366473907776657,-0.05128678240244803,29.029284020160574,ELG
-0.04033512173450668,-0.09205255735312015,-0.05171743561861347,29.465798290262462,ELG
-0.1040796916064199,-0.15621620947632378,-0.05213651786990388,29.902312560364354,ELG
-0.31102696121665085,-0.3635714505311615,-0.05254448931451064,30.338826830466246,ELG
-0.17807692033267963,-0.23101870636287455,-0.052941786030194934,30.775341100568134,ELG
-0.13205231776066506,-0.1853811393297954,-0.053328821569130366,31.21185537067003,ELG
-0.42359934835704893,-0.47730533675085735,-0.05370598839380843,31.648369640771918,ELG
-0.41812716368881275,-0.4722008228933005,-0.054073659204487784,32.084883910873806,ELG
-0.07926822245230804,-0.1337004106199334,-0.054432188167625364,32.521398180975694,ELG
-0.19208244149094028,-0.24686435354474123,-0.05478191205380095,32.95791245107759,ELG
-0.5669487065841837,-0.6220718578770037,-0.05512315129281996,33.39442672117948,ELG
-0.3386845827163988,-0.3941407936693422,-0.05545621095294341,33.830940991281366,ELG
0.017596581575373228,-0.03818480007516128,-0.055781381650534506,34.26745526138326,ELG
-0.3583090977663874,-0.4144080381622108,-0.056098940395823346,34.70396953148516,ELG
-0.7571285294769149,-0.8135376808568779,-0.05640915137996304,35.140483801587045,ELG
-0.7669981091238289,-0.8237103758319061,-0.056712266708077205,35.576998071688934,ELG
-0.42734774690738825,-0.4843562739899622,-0.057008527082573965,36.01351234179083,ELG
0.17193755158776103,0.1146393891471423,-0.05729816244061872,36.45002661189272,ELG
-0.292214330600734,-0.34979572315004814,-0.057581392549314186,36.886540881994605,ELG
-0.056780961585279593,-0.11463938914710475,-0.05785842756182516,37.3230551520965,ELG
0.13715652012823665,0.07902705159083093,-0.058129468537405735,37.75956942219839,ELG
-0.6768090759283396,-0.7352037838563729,-0.058394707928033265,38.19608369230028,ELG
-0.9908998250456651,-1.0495541550797893,-0.05865433003412427,38.63259796240217,ELG
-0.9906456436482325,-1.0495541550798324,-0.058908511431599975,39.06911223250406,ELG
-0.7347996471997205,-0.7939570685721018,-0.05915742137238129,39.50562650260595,ELG
0.9882714467545662,0.9288702245943444,-0.05940122216022185,39.942140772707845,ELG
0.8535971380757047,0.7939570685720716,-0.0596400695036331,40.37865504280973,ELG
0.48108002215197876,0.42120590930446494,-0.05987411284751383,40.81516931291162,ELG
0.8540605642570704,0.7939570685721018,-0.06010349568496866,41.25168358301352,ELG
-0.03135559717890984,-0.09168395302959208,-0.06032835585068224,41.688197853115405,ELG
-0.4038862865000796,-0.46443511229718953,-0.0605488257971099,42.12471212321729,ELG
-0.2687569234202262,-0.32952195627487363,-0.0607650328546474,42.56122639331919,ELG
1.110531254556686,1.0495541550798324,-0.06097709947685365,42.99774066342108,ELG
0.6463041862543533,0.5851190427826344,-0.06118514347171885,43.434254933522965,ELG
-0.05929465226558379,-0.12068393048547946,-0.06138927821989567,43.87076920362486,ELG
-0.6584425859241767,-0.7200321988049195,-0.061589612880742856,44.30728347372675,ELG
-1.0200358933653582,-1.0818221459523263,-0.06178625258696824,44.74379774382864,ELG
-1.0614997262183408,-1.1234790248469408,-0.06197929862860005,45.18031201393053,ELG
-1.372793367159197,-1.4349622157861603,-0.06216884862696328,45.61682628403242,ELG
-0.4020801155979008,-0.46443511229718953,-0.062354996699288706,46.05334055413431,ELG
0.8564949021866396,0.7939570685721018,-0.06253783361453781,46.489854824236204,ELG
0.5271525592381424,0.46443511229715667,-0.06271744694098577,46.92636909433809,ELG
-0.26662803508888244,-0.3295219562749489,-0.06289392118606647,47.36288336443998,ELG
0.453146699784064,0.39007936185511505,-0.06306733792894897,47.799397634541876,ELG
0.5927100237128934,0.5293047123813782,-0.06340531133151521,48.67242617474565,ELG
-1.7799412060436797,-1.8435112236518525,-0.06357001760817284,49.10894044484755,ELG
0.06373196583744059,0.0,-0.06373196583744059,49.545454714949436,ELG
1.3222834055895714,1.2583921808691814,-0.06389122472039005,49.981968985051324,ELG
-1.9883013887460934,-2.0523492494412467,-0.06404786069515335,50.41848325515322,ELG
0.39372389430425064,0.32952195627491493,-0.06420193802933571,50.85499752525511,ELG
1.6522676560520295,1.5879141371440937,-0.06435351890793592,51.291511795356996,ELG
-0.7294544050550009,-0.7939570685720285,-0.06450266351702763,51.72802606545889,ELG
-0.9939599946393186,-1.0586094247627564,-0.06464943012343782,52.16454033556078,ELG
0.594240765632478,0.5293047123813782,-0.06493605325109969,53.03756887576456,ELG
1.908587241027081,1.8435112236519042,-0.06507601737517672,53.47408314586645,ELG
-0.728743249735184,-0.7939570685721018,-0.06521381883691774,53.91059741596834,ELG
-1.778161716275093,-1.8435112236518525,-0.06534950737675967,54.347111686070235,ELG
1.3238753120906241,1.2583921808692284,-0.06548313122139564,54.78362595617212,ELG
1.909125960792777,1.8435112236518525,-0.06561473714092467,55.22014022627401,ELG
-1.9866048789378152,-2.0523492494412467,-0.06574437050343147,55.65665449637591,ELG
-0.9836820797527019,-1.0495541550798324,-0.06587207532713052,56.093168766477795,ELG
0.8599549629022285,0.7939570685720285,-0.06599789433019992,56.529683036579684,ELG
0.5305569812756133,0.46443511229718953,-0.06612186897842383,56.96619730668158,ELG
0.06624403953075496,0.0,-0.06624403953075496,57.40271157678347,ELG
-1.1920277357863522,-1.2583921808692546,-0.06636444508290242,57.839225846885356,ELG
0.8604401921811456,0.7939570685721018,-0.06648312360904383,58.27574011698725,ELG
1.3249922928709839,1.2583921808692284,-0.06660011200175552,58.71225438708914,ELG
-0.2628065101647003,-0.3295219562749489,-0.06671544611024859,59.14876865719103,ELG
0.8607862293490963,0.7939570685721018,-0.06682916077699455,59.58528292729292,ELG
0.06694128987281873,0.0,-0.06694128987281873,60.02179719739481,ELG
-0.4622528460508422,-0.5293047123813782,-0.067051866330536,60.4583114674967,ELG
-0.24235491963307929,-0.3096234081981028,-0.06726848856502352,61.33134000770048,ELG
0.3968965520759351,0.3295219562748756,-0.06737459580105948,61.76785427780237,ELG
0.06747927337565696,0.0,-0.06747927337565696,62.20436854790427,ELG
0.06758254998983015,3.66247168755113e-14,-0.06758254998979353,62.64088281800616,ELG
1.1172386086611423,1.0495541550798324,-0.06768445358131,63.07739708810805,ELG
-0.7261720572219948,-0.7939570685721018,-0.06778501135010692,63.51391135820994,ELG
0.7411573878689406,0.6732731380865912,-0.06788424978234937,63.950425628311834,ELG
1.6558963318178685,1.5879141371441432,-0.06798219467372525,64.38693989841371,ELG
-1.6547484220145958,-1.7228272931663957,-0.06807887115179992,64.82345416851561,ELG
-2.3136969020186315,-2.3818712057161395,-0.06817430369750802,65.2599684386175,ELG
0.8622255847378925,0.7939570685720716,-0.06826851616582087,65.6964827087194,ELG
0.8623186003776614,0.7939570685720351,-0.06836153180562635,66.13299697882128,ELG
0.06845337327885583,0.0,-0.06845337327885583,66.56951124892318,ELG
0.06863362154828445,0.0,-0.06863362154828445,67.44253978912695,ELG
0.5331571831930021,0.46443511229718576,-0.06872207089581633,67.87905405922885,ELG
0.06880943121292804,0.0,-0.06880943121292804,68.31556832933074,ELG
-0.395539389807646,-0.4644351122971933,-0.06889572248954726,68.75208259943263,ELG
1.1185351193091533,1.0495541550798153,-0.06898096422933787,69.18859686953452,ELG
0.06906517546443282,3.66247168755116e-14,-0.0690651754643962,69.62511113963642,ELG
0.27798640055881346,0.20883802578939586,-0.0691483747694176,70.0616254097383,ELG
0.32482766678307545,0.25559708650772006,-0.06923058027535539,70.4981396798402,ELG
0.533746921979781,0.4644351122971878,-0.06931180968259318,70.93465394994209,ELG
-0.5157269625090249,-0.5851190427826758,-0.0693920802736508,71.37116822004398,ELG
-1.6533558842409808,-1.7228272931664237,-0.06947140892544287,71.80768249014587,ELG
-1.1888423687480834,-1.2583921808691918,-0.06954981212110845,72.24419676024776,ELG
-0.7243297626106427,-0.7939570685720716,-0.06962730596142887,72.68071103034964,ELG
0.06970390617585086,0.0,-0.06970390617585086,73.11722530045154,ELG
0.0700740287077478,0.0,-0.0700740287077478,75.29979665096099,ELG
0.07042397413306002,-3.855233355316987e-15,-0.07042397413306388,77.48236800147045,ELG
0.07130952740392274,0.0,-0.07130952740392274,83.59356778289691,ELG
1.0289111505798818,1.301897467214019,0.2729863166341373,0.21934219343578698,QSO
0.6342592135781652,0.859389533765756,0.2251303201875908,0.6558564635376777,QSO
0.174219496229131,0.3628383078208899,0.1886188115917589,1.0923707336395685,QSO
0.11313169608857171,0.2729770521719694,0.15984535608339767,1.528885003741459,QSO
0.06675568490970449,0.2033413936961508,0.13658570878644632,1.96539927384335,QSO
0.036446247280319394,0.1538397928020363,0.11739354552171691,2.4019135439452404,QSO
-0.011095606393788954,0.09019210868545766,0.10128771507924661,2.8384278140471313,QSO
-0.07275202936493977,0.014827114148420003,0.08757914351335977,3.2749420841490218,QSO
-0.12334118936558676,-0.04757151192172464,0.07576967744386212,3.7114563542509127,QSO
-0.15880147187829402,-0.09331122695792805,0.06549024492036595,4.147970624352803,QSO
-0.3007439510836233,-0.24428236147453677,0.05646158960908654,4.584484894454694,QSO
-0.5854056689991167,-0.5369371527154987,0.04846851628361801,5.020999164556585,QSO
-0.65831297562229,-0.6169704578927157,0.04134251772957434,5.457513434658475,QSO
-0.5545202911555078,-0.5195705265769087,0.03494976457859916,5.894027704760366,QSO
-0.24768956433211442,-0.21850694316111596,0.029182621170998457,6.330541974862257,QSO
0.27310648625424844,0.29706002231123474,0.023953536056986302,6.767056244964147,QSO
1.5108078722158362,1.5299984384973169,0.019190566281480526,7.203570515066039,QSO
0.6287994341070247,0.6436334815897127,0.014834047482688045,7.640084785167929,QSO
-0.6270877256437466,-0.6162536440603459,0.010834081583400684,8.07659905526982,QSO
-0.026983535659075172,-0.019834918578284608,0.007148617080790565,8.51311332537171,QSO
-0.032258405458124376,-0.028516440432659565,0.0037419650254648107,8.9496275954736,QSO
0.0070898784363850435,0.007673517968274906,0.0005836395318898624,9.386141865575492,QSO
0.05232964172450938,0.04997708465828596,-0.0023525570662234208,9.822656135677382,QSO
0.081875256435678,0.07678599384426506,-0.005089262591412944,10.259170405779273,QSO
0.07930365383926642,0.07165751402547603,-0.007646139813790392,10.695684675881164,QSO
0.060415427076997166,0.050375077447133154,-0.010040349629864012,11.132198945983054,QSO
0.04237855060923104,0.030091613893970078,-0.01228693671526096,11.568713216084944,QSO
0.021893960465699323,0.007494814490785851,-0.014399145974913471,12.005227486186836,QSO
-0.011856518167033831,-0.02824520202457727,-0.01638868385754344,12.441741756288726,QSO
-0.00923703714473956,-0.02750297257038019,-0.01826593542564063,12.878256026390616,QSO
-0.02045132699143657,-0.040491472672319846,-0.020040145680883276,13.314770296492508,QSO
-0.08221224156775739,-0.10393181339632741,-0.021719571828570032,13.7512845665944,QSO
-0.046033648968876836,-0.06934526074243376,-0.023311611773556923,14.187798836696288,QSO
-0.05176650990238151,-0.07658942296896228,-0.024822913066580764,14.62431310679818,QSO
-0.09668580499170273,-0.12294527067689162,-0.026259465685188887,15.060827376900072,QSO
-0.043039472318513176,-0.07066615369863605,-0.02762668138012287,15.497341647001962,QSO
-0.07427013776201088,-0.10319959956520701,-0.02892946180319613,15.933855917103852,QSO
-0.10748388039381696,-0.13765613761838305,-0.03017225722456609,16.370370187205744,QSO
-0.06090379034135331,-0.09226290766317713,-0.031359117321823816,16.806884457307632,QSO
-0.07159315756477819,-0.1040868928270944,-0.0324937352623162,17.243398727409527,QSO
